sales_month,naics_code,kind_of_business,reason_for_null, sales 
1/1/1992,441,Motor vehicle and parts dealers,-,29811.00
1/1/1992,4411,Automobile dealers,-,25800.00
1/1/1992,"4411, 4412",Automobile and other motor vehicle dealers,-,26788.00
1/1/1992,44111,New car dealers,-,24056.00
1/1/1992,44112,Used car dealers,-,1744.00
1/1/1992,4413,"Automotive parts, acc., and tire stores",-,3023.00
1/1/1992,442,Furniture and home furnishings stores,-,3846.00
1/1/1992,"442, 443","Furniture, home furn, electronics, and appliance stores",-,7503.00
1/1/1992,4421,Furniture stores,-,2392.00
1/1/1992,4422,Home furnishings stores,-,1454.00
1/1/1992,44221,Floor covering stores,-,728.00
1/1/1992,442299,All other home furnishings stores,Not Available,0.00
1/1/1992,443,Electronics and appliance stores,-,3657.00
1/1/1992,443141,Household appliance stores,-,601.00
1/1/1992,443142,Electronics stores,Not Available,0.00
1/1/1992,444,Building mat. and garden equip. and supplies dealers,-,8964.00
1/1/1992,4441,Building mat. and supplies dealers,-,7637.00
1/1/1992,44412,Paint and wallpaper stores,Not Available,0.00
1/1/1992,44413,Hardware stores,-,842.00
1/1/1992,445,Food and beverage stores,-,29589.00
1/1/1992,4451,Grocery stores,-,27306.00
1/1/1992,44511,Supermarkets and other grocery (except convenience) stores,Not Available,0.00
1/1/1992,4453,"Beer, wine, and liquor stores",-,1509.00
1/1/1992,446,Health and personal care stores,-,7258.00
1/1/1992,44611,Pharmacies and drug stores,-,6358.00
1/1/1992,447,Gasoline stations,-,12099.00
1/1/1992,448,Clothing and clothing access. stores,-,6938.00
1/1/1992,4481,Clothing stores,-,4852.00
1/1/1992,44811,Men's clothing stores,-,701.00
1/1/1992,44812,Women's clothing stores,-,1873.00
1/1/1992,44814,Family clothing stores,-,1649.00
1/1/1992,44819,Other clothing stores,Not Available,0.00
1/1/1992,4482,Shoe stores,-,1206.00
1/1/1992,44831,Jewelry stores,-,796.00
1/1/1992,451,"Sporting goods, hobby, musical instrument, and book stores",-,3023.00
1/1/1992,45111,Sporting goods stores,-,972.00
1/1/1992,45112,"Hobby, toy, and game stores",-,620.00
1/1/1992,451211,Book stores,-,790.00
1/1/1992,452,General merchandise stores,-,14996.00
1/1/1992,4521,Department stores,-,10306.00
1/1/1992,452111,Department stores(excl. discount department stores),-,4818.00
1/1/1992,452112,Discount dept. stores,-,5488.00
1/1/1992,4529,Other general merchandise stores,-,4690.00
1/1/1992,45291,Warehouse clubs and superstores,-,2579.00
1/1/1992,45299,All other gen. merchandise stores,-,2111.00
1/1/1992,453,Miscellaneous store retailers,-,3642.00
1/1/1992,4532,"Office supplies, stationery, and gift stores",-,1446.00
1/1/1992,45321,Office supplies and stationery stores,-,788.00
1/1/1992,45322,"Gift, novelty, and souvenir stores",-,658.00
1/1/1992,45330,Used merchandise stores,-,371.00
1/1/1992,454,Nonstore retailers,-,6860.00
1/1/1992,4541,Electronic shopping and mail-order houses,-,2692.00
1/1/1992,45431,Fuel dealers,-,1916.00
1/1/1992,722,Food services and drinking places,-,15693.00
1/1/1992,7224,Drinking places,-,1049.00
1/1/1992,7225,Restaurants and other eating places,-,13325.00
1/1/1992,722511,Full service restaurants,-,6887.00
1/1/1992,"722513, 722514, 722515",Limited service eating places,-,6438.00
1/1/1992,,"Retail and food services sales, total",-,146376.00
1/1/1992,,"Retail sales, total",-,130683.00
1/1/1992,,Retail sales and food services excl gasoline stations,-,134277.00
1/1/1992,,Retail sales and food services excl motor vehicle and parts,-,116565.00
1/1/1992,,"Retail sales, total (excl. motor vehicle and parts dealers)",-,100872.00
1/1/1992,,GAFO(1),-,33906.00
1/1/1992,,Retail sales and food services excl motor vehicle and parts and gasoline stations,-,104466.00
2/1/1992,441,Motor vehicle and parts dealers,-,31217.00
2/1/1992,4411,Automobile dealers,-,27031.00
2/1/1992,"4411, 4412",Automobile and other motor vehicle dealers,-,28203.00
2/1/1992,44111,New car dealers,-,25041.00
2/1/1992,44112,Used car dealers,-,1990.00
2/1/1992,4413,"Automotive parts, acc., and tire stores",-,3014.00
2/1/1992,442,Furniture and home furnishings stores,-,3908.00
2/1/1992,"442, 443","Furniture, home furn, electronics, and appliance stores",-,7398.00
2/1/1992,4421,Furniture stores,-,2460.00
2/1/1992,4422,Home furnishings stores,-,1448.00
2/1/1992,44221,Floor covering stores,-,731.00
2/1/1992,442299,All other home furnishings stores,Not Available,0.00
2/1/1992,443,Electronics and appliance stores,-,3490.00
2/1/1992,443141,Household appliance stores,-,576.00
2/1/1992,443142,Electronics stores,Not Available,0.00
2/1/1992,444,Building mat. and garden equip. and supplies dealers,-,9023.00
2/1/1992,4441,Building mat. and supplies dealers,-,7567.00
2/1/1992,44412,Paint and wallpaper stores,Not Available,0.00
2/1/1992,44413,Hardware stores,-,818.00
2/1/1992,445,Food and beverage stores,-,28570.00
2/1/1992,4451,Grocery stores,-,26223.00
2/1/1992,44511,Supermarkets and other grocery (except convenience) stores,Not Available,0.00
2/1/1992,4453,"Beer, wine, and liquor stores",-,1541.00
2/1/1992,446,Health and personal care stores,-,7150.00
2/1/1992,44611,Pharmacies and drug stores,-,6284.00
2/1/1992,447,Gasoline stations,-,11580.00
2/1/1992,448,Clothing and clothing access. stores,-,7524.00
2/1/1992,4481,Clothing stores,-,5159.00
2/1/1992,44811,Men's clothing stores,-,658.00
2/1/1992,44812,Women's clothing stores,-,1991.00
2/1/1992,44814,Family clothing stores,-,1864.00
2/1/1992,44819,Other clothing stores,Not Available,0.00
2/1/1992,4482,Shoe stores,-,1265.00
2/1/1992,44831,Jewelry stores,-,1021.00
2/1/1992,451,"Sporting goods, hobby, musical instrument, and book stores",-,2806.00
2/1/1992,45111,Sporting goods stores,-,1100.00
2/1/1992,45112,"Hobby, toy, and game stores",-,585.00
2/1/1992,451211,Book stores,-,539.00
2/1/1992,452,General merchandise stores,-,16015.00
2/1/1992,4521,Department stores,-,11251.00
2/1/1992,452111,Department stores(excl. discount department stores),-,5347.00
2/1/1992,452112,Discount dept. stores,-,5904.00
2/1/1992,4529,Other general merchandise stores,-,4764.00
2/1/1992,45291,Warehouse clubs and superstores,-,2615.00
2/1/1992,45299,All other gen. merchandise stores,-,2149.00
2/1/1992,453,Miscellaneous store retailers,-,3902.00
2/1/1992,4532,"Office supplies, stationery, and gift stores",-,1477.00
2/1/1992,45321,Office supplies and stationery stores,-,679.00
2/1/1992,45322,"Gift, novelty, and souvenir stores",-,798.00
2/1/1992,45330,Used merchandise stores,-,402.00
2/1/1992,454,Nonstore retailers,-,6059.00
2/1/1992,4541,Electronic shopping and mail-order houses,-,2285.00
2/1/1992,45431,Fuel dealers,-,1627.00
2/1/1992,722,Food services and drinking places,-,15835.00
2/1/1992,7224,Drinking places,-,1026.00
2/1/1992,7225,Restaurants and other eating places,-,13474.00
2/1/1992,722511,Full service restaurants,-,6937.00
2/1/1992,"722513, 722514, 722515",Limited service eating places,-,6537.00
2/1/1992,,"Retail sales, total",-,131244.00
2/1/1992,,Retail sales and food services excl motor vehicle and parts and gasoline stations,-,104282.00
2/1/1992,,"Retail and food services sales, total",-,147079.00
2/1/1992,,Retail sales and food services excl gasoline stations,-,135499.00
2/1/1992,,GAFO(1),-,35220.00
2/1/1992,,"Retail sales, total (excl. motor vehicle and parts dealers)",-,100027.00
2/1/1992,,Retail sales and food services excl motor vehicle and parts,-,115862.00
3/1/1992,441,Motor vehicle and parts dealers,-,35136.00
3/1/1992,4411,Automobile dealers,-,30195.00
3/1/1992,"4411, 4412",Automobile and other motor vehicle dealers,-,31684.00
3/1/1992,44111,New car dealers,-,28018.00
3/1/1992,44112,Used car dealers,-,2177.00
3/1/1992,4413,"Automotive parts, acc., and tire stores",-,3452.00
3/1/1992,442,Furniture and home furnishings stores,-,4157.00
3/1/1992,"442, 443","Furniture, home furn, electronics, and appliance stores",-,7826.00
3/1/1992,4421,Furniture stores,-,2607.00
3/1/1992,4422,Home furnishings stores,-,1550.00
3/1/1992,44221,Floor covering stores,-,851.00
3/1/1992,442299,All other home furnishings stores,Not Available,0.00
3/1/1992,443,Electronics and appliance stores,-,3669.00
3/1/1992,443141,Household appliance stores,-,631.00
3/1/1992,443142,Electronics stores,Not Available,0.00
3/1/1992,444,Building mat. and garden equip. and supplies dealers,-,10608.00
3/1/1992,4441,Building mat. and supplies dealers,-,8718.00
3/1/1992,44412,Paint and wallpaper stores,Not Available,0.00
3/1/1992,44413,Hardware stores,-,958.00
3/1/1992,445,Food and beverage stores,-,29682.00
3/1/1992,4451,Grocery stores,-,27235.00
3/1/1992,44511,Supermarkets and other grocery (except convenience) stores,Not Available,0.00
3/1/1992,4453,"Beer, wine, and liquor stores",-,1597.00
3/1/1992,446,Health and personal care stores,-,7413.00
3/1/1992,44611,Pharmacies and drug stores,-,6420.00
3/1/1992,447,Gasoline stations,-,12272.00
3/1/1992,448,Clothing and clothing access. stores,-,8475.00
3/1/1992,4481,Clothing stores,-,6024.00
3/1/1992,44811,Men's clothing stores,-,731.00
3/1/1992,44812,Women's clothing stores,-,2403.00
3/1/1992,44814,Family clothing stores,-,2152.00
3/1/1992,44819,Other clothing stores,Not Available,0.00
3/1/1992,4482,Shoe stores,-,1463.00
3/1/1992,44831,Jewelry stores,-,912.00
3/1/1992,451,"Sporting goods, hobby, musical instrument, and book stores",-,3040.00
3/1/1992,45111,Sporting goods stores,-,1214.00
3/1/1992,45112,"Hobby, toy, and game stores",-,643.00
3/1/1992,451211,Book stores,-,535.00
3/1/1992,452,General merchandise stores,-,17984.00
3/1/1992,4521,Department stores,-,12917.00
3/1/1992,452111,Department stores(excl. discount department stores),-,6262.00
3/1/1992,452112,Discount dept. stores,-,6655.00
3/1/1992,4529,Other general merchandise stores,-,5067.00
3/1/1992,45291,Warehouse clubs and superstores,-,2838.00
3/1/1992,45299,All other gen. merchandise stores,-,2229.00
3/1/1992,453,Miscellaneous store retailers,-,3755.00
3/1/1992,4532,"Office supplies, stationery, and gift stores",-,1406.00
3/1/1992,45321,Office supplies and stationery stores,-,692.00
3/1/1992,45322,"Gift, novelty, and souvenir stores",-,714.00
3/1/1992,45330,Used merchandise stores,-,419.00
3/1/1992,454,Nonstore retailers,-,6297.00
3/1/1992,4541,Electronic shopping and mail-order houses,-,2484.00
3/1/1992,45431,Fuel dealers,-,1537.00
3/1/1992,722,Food services and drinking places,-,16848.00
3/1/1992,7224,Drinking places,-,1074.00
3/1/1992,7225,Restaurants and other eating places,-,14346.00
3/1/1992,722511,Full service restaurants,-,7245.00
3/1/1992,"722513, 722514, 722515",Limited service eating places,-,7101.00
3/1/1992,,Retail sales and food services excl gasoline stations,-,147064.00
3/1/1992,,GAFO(1),-,38731.00
3/1/1992,,"Retail and food services sales, total",-,159336.00
3/1/1992,,"Retail sales, total (excl. motor vehicle and parts dealers)",-,107352.00
3/1/1992,,"Retail sales, total",-,142488.00
3/1/1992,,Retail sales and food services excl motor vehicle and parts and gasoline stations,-,111928.00
3/1/1992,,Retail sales and food services excl motor vehicle and parts,-,124200.00
4/1/1992,441,Motor vehicle and parts dealers,-,36082.00
4/1/1992,4411,Automobile dealers,-,30583.00
4/1/1992,"4411, 4412",Automobile and other motor vehicle dealers,-,32547.00
4/1/1992,44111,New car dealers,-,27982.00
4/1/1992,44112,Used car dealers,-,2601.00
4/1/1992,4413,"Automotive parts, acc., and tire stores",-,3535.00
4/1/1992,442,Furniture and home furnishings stores,-,4141.00
4/1/1992,"442, 443","Furniture, home furn, electronics, and appliance stores",-,7668.00
4/1/1992,4421,Furniture stores,-,2525.00
4/1/1992,4422,Home furnishings stores,-,1616.00
4/1/1992,44221,Floor covering stores,-,899.00
4/1/1992,442299,All other home furnishings stores,Not Available,0.00
4/1/1992,443,Electronics and appliance stores,-,3527.00
4/1/1992,443141,Household appliance stores,-,643.00
4/1/1992,443142,Electronics stores,Not Available,0.00
4/1/1992,444,Building mat. and garden equip. and supplies dealers,-,11630.00
4/1/1992,4441,Building mat. and supplies dealers,-,9330.00
4/1/1992,44412,Paint and wallpaper stores,Not Available,0.00
4/1/1992,44413,Hardware stores,-,1073.00
4/1/1992,445,Food and beverage stores,-,30228.00
4/1/1992,4451,Grocery stores,-,27588.00
4/1/1992,44511,Supermarkets and other grocery (except convenience) stores,Not Available,0.00
4/1/1992,4453,"Beer, wine, and liquor stores",-,1675.00
4/1/1992,446,Health and personal care stores,-,7531.00
4/1/1992,44611,Pharmacies and drug stores,-,6573.00
4/1/1992,447,Gasoline stations,-,12443.00
4/1/1992,448,Clothing and clothing access. stores,-,9401.00
4/1/1992,4481,Clothing stores,-,6682.00
4/1/1992,44811,Men's clothing stores,-,816.00
4/1/1992,44812,Women's clothing stores,-,2665.00
4/1/1992,44814,Family clothing stores,-,2438.00
4/1/1992,44819,Other clothing stores,Not Available,0.00
4/1/1992,4482,Shoe stores,-,1675.00
4/1/1992,44831,Jewelry stores,-,969.00
4/1/1992,451,"Sporting goods, hobby, musical instrument, and book stores",-,3150.00
4/1/1992,45111,Sporting goods stores,-,1267.00
4/1/1992,45112,"Hobby, toy, and game stores",-,706.00
4/1/1992,451211,Book stores,-,523.00
4/1/1992,452,General merchandise stores,-,18872.00
4/1/1992,4521,Department stores,-,13461.00
4/1/1992,452111,Department stores(excl. discount department stores),-,6417.00
4/1/1992,452112,Discount dept. stores,-,7044.00
4/1/1992,4529,Other general merchandise stores,-,5411.00
4/1/1992,45291,Warehouse clubs and superstores,-,2984.00
4/1/1992,45299,All other gen. merchandise stores,-,2427.00
4/1/1992,453,Miscellaneous store retailers,-,4148.00
4/1/1992,4532,"Office supplies, stationery, and gift stores",-,1457.00
4/1/1992,45321,Office supplies and stationery stores,-,656.00
4/1/1992,45322,"Gift, novelty, and souvenir stores",-,801.00
4/1/1992,45330,Used merchandise stores,-,393.00
4/1/1992,454,Nonstore retailers,-,6022.00
4/1/1992,4541,Electronic shopping and mail-order houses,-,2506.00
4/1/1992,45431,Fuel dealers,-,1341.00
4/1/1992,722,Food services and drinking places,-,16494.00
4/1/1992,7224,Drinking places,-,1031.00
4/1/1992,7225,Restaurants and other eating places,-,14065.00
4/1/1992,722511,Full service restaurants,-,7000.00
4/1/1992,"722513, 722514, 722515",Limited service eating places,-,7065.00
4/1/1992,,Retail sales and food services excl motor vehicle and parts,-,127587.00
4/1/1992,,"Retail sales, total",-,147175.00
4/1/1992,,Retail sales and food services excl motor vehicle and parts and gasoline stations,-,115144.00
4/1/1992,,"Retail sales, total (excl. motor vehicle and parts dealers)",-,111093.00
4/1/1992,,Retail sales and food services excl gasoline stations,-,151226.00
4/1/1992,,GAFO(1),-,40548.00
4/1/1992,,"Retail and food services sales, total",-,163669.00
5/1/1992,441,Motor vehicle and parts dealers,-,36460.00
5/1/1992,4411,Automobile dealers,-,31095.00
5/1/1992,"4411, 4412",Automobile and other motor vehicle dealers,-,32883.00
5/1/1992,44111,New car dealers,-,28924.00
5/1/1992,44112,Used car dealers,-,2171.00
5/1/1992,4413,"Automotive parts, acc., and tire stores",-,3577.00
5/1/1992,442,Furniture and home furnishings stores,-,4275.00
5/1/1992,"442, 443","Furniture, home furn, electronics, and appliance stores",-,7846.00
5/1/1992,4421,Furniture stores,-,2605.00
5/1/1992,4422,Home furnishings stores,-,1670.00
5/1/1992,44221,Floor covering stores,-,856.00
5/1/1992,442299,All other home furnishings stores,Not Available,0.00
5/1/1992,443,Electronics and appliance stores,-,3571.00
5/1/1992,443141,Household appliance stores,-,662.00
5/1/1992,443142,Electronics stores,Not Available,0.00
5/1/1992,444,Building mat. and garden equip. and supplies dealers,-,12327.00
5/1/1992,4441,Building mat. and supplies dealers,-,9731.00
5/1/1992,44412,Paint and wallpaper stores,Not Available,0.00
5/1/1992,44413,Hardware stores,-,1232.00
5/1/1992,445,Food and beverage stores,-,31677.00
5/1/1992,4451,Grocery stores,-,28883.00
5/1/1992,44511,Supermarkets and other grocery (except convenience) stores,Not Available,0.00
5/1/1992,4453,"Beer, wine, and liquor stores",-,1822.00
5/1/1992,446,Health and personal care stores,-,7488.00
5/1/1992,44611,Pharmacies and drug stores,-,6491.00
5/1/1992,447,Gasoline stations,-,13449.00
5/1/1992,448,Clothing and clothing access. stores,-,9558.00
5/1/1992,4481,Clothing stores,-,6768.00
5/1/1992,44811,Men's clothing stores,-,856.00
5/1/1992,44812,Women's clothing stores,-,2752.00
5/1/1992,44814,Family clothing stores,-,2412.00
5/1/1992,44819,Other clothing stores,Not Available,0.00
5/1/1992,4482,Shoe stores,-,1560.00
5/1/1992,44831,Jewelry stores,-,1171.00
5/1/1992,451,"Sporting goods, hobby, musical instrument, and book stores",-,3175.00
5/1/1992,45111,Sporting goods stores,-,1293.00
5/1/1992,45112,"Hobby, toy, and game stores",-,660.00
5/1/1992,451211,Book stores,-,552.00
5/1/1992,452,General merchandise stores,-,20037.00
5/1/1992,4521,Department stores,-,14286.00
5/1/1992,452111,Department stores(excl. discount department stores),-,6636.00
5/1/1992,452112,Discount dept. stores,-,7650.00
5/1/1992,4529,Other general merchandise stores,-,5751.00
5/1/1992,45291,Warehouse clubs and superstores,-,3257.00
5/1/1992,45299,All other gen. merchandise stores,-,2494.00
5/1/1992,453,Miscellaneous store retailers,-,4600.00
5/1/1992,4532,"Office supplies, stationery, and gift stores",-,1597.00
5/1/1992,45321,Office supplies and stationery stores,-,697.00
5/1/1992,45322,"Gift, novelty, and souvenir stores",-,900.00
5/1/1992,45330,Used merchandise stores,-,435.00
5/1/1992,454,Nonstore retailers,-,5803.00
5/1/1992,4541,Electronic shopping and mail-order houses,-,2483.00
5/1/1992,45431,Fuel dealers,-,1163.00
5/1/1992,722,Food services and drinking places,-,17648.00
5/1/1992,7224,Drinking places,-,1047.00
5/1/1992,7225,Restaurants and other eating places,-,15077.00
5/1/1992,722511,Full service restaurants,-,7532.00
5/1/1992,"722513, 722514, 722515",Limited service eating places,-,7545.00
5/1/1992,,Retail sales and food services excl motor vehicle and parts,-,133608.00
5/1/1992,,Retail sales and food services excl motor vehicle and parts and gasoline stations,-,120159.00
5/1/1992,,GAFO(1),-,42213.00
5/1/1992,,"Retail sales, total",-,152420.00
5/1/1992,,"Retail and food services sales, total",-,170068.00
5/1/1992,,Retail sales and food services excl gasoline stations,-,156619.00
5/1/1992,,"Retail sales, total (excl. motor vehicle and parts dealers)",-,115960.00
6/1/1992,441,Motor vehicle and parts dealers,-,38389.00
6/1/1992,4411,Automobile dealers,-,32798.00
6/1/1992,"4411, 4412",Automobile and other motor vehicle dealers,-,34667.00
6/1/1992,44111,New car dealers,-,30591.00
6/1/1992,44112,Used car dealers,-,2207.00
6/1/1992,4413,"Automotive parts, acc., and tire stores",-,3722.00
6/1/1992,442,Furniture and home furnishings stores,-,4357.00
6/1/1992,"442, 443","Furniture, home furn, electronics, and appliance stores",-,8145.00
6/1/1992,4421,Furniture stores,-,2604.00
6/1/1992,4422,Home furnishings stores,-,1753.00
6/1/1992,44221,Floor covering stores,-,950.00
6/1/1992,442299,All other home furnishings stores,Not Available,0.00
6/1/1992,443,Electronics and appliance stores,-,3788.00
6/1/1992,443141,Household appliance stores,-,746.00
6/1/1992,443142,Electronics stores,Not Available,0.00
6/1/1992,444,Building mat. and garden equip. and supplies dealers,-,12219.00
6/1/1992,4441,Building mat. and supplies dealers,-,10178.00
6/1/1992,44412,Paint and wallpaper stores,Not Available,0.00
6/1/1992,44413,Hardware stores,-,1165.00
6/1/1992,445,Food and beverage stores,-,30769.00
6/1/1992,4451,Grocery stores,-,28039.00
6/1/1992,44511,Supermarkets and other grocery (except convenience) stores,Not Available,0.00
6/1/1992,4453,"Beer, wine, and liquor stores",-,1775.00
6/1/1992,446,Health and personal care stores,-,7387.00
6/1/1992,44611,Pharmacies and drug stores,-,6342.00
6/1/1992,447,Gasoline stations,-,13427.00
6/1/1992,448,Clothing and clothing access. stores,-,9182.00
6/1/1992,4481,Clothing stores,-,6534.00
6/1/1992,44811,Men's clothing stores,-,853.00
6/1/1992,44812,Women's clothing stores,-,2424.00
6/1/1992,44814,Family clothing stores,-,2516.00
6/1/1992,44819,Other clothing stores,Not Available,0.00
6/1/1992,4482,Shoe stores,-,1498.00
6/1/1992,44831,Jewelry stores,-,1094.00
6/1/1992,451,"Sporting goods, hobby, musical instrument, and book stores",-,3240.00
6/1/1992,45111,Sporting goods stores,-,1334.00
6/1/1992,45112,"Hobby, toy, and game stores",-,721.00
6/1/1992,451211,Book stores,-,589.00
6/1/1992,452,General merchandise stores,-,18812.00
6/1/1992,4521,Department stores,-,13354.00
6/1/1992,452111,Department stores(excl. discount department stores),-,6163.00
6/1/1992,452112,Discount dept. stores,-,7191.00
6/1/1992,4529,Other general merchandise stores,-,5458.00
6/1/1992,45291,Warehouse clubs and superstores,-,3107.00
6/1/1992,45299,All other gen. merchandise stores,-,2351.00
6/1/1992,453,Miscellaneous store retailers,-,4518.00
6/1/1992,4532,"Office supplies, stationery, and gift stores",-,1611.00
6/1/1992,45321,Office supplies and stationery stores,-,725.00
6/1/1992,45322,"Gift, novelty, and souvenir stores",-,886.00
6/1/1992,45330,Used merchandise stores,-,519.00
6/1/1992,454,Nonstore retailers,-,5761.00
6/1/1992,4541,Electronic shopping and mail-order houses,-,2602.00
6/1/1992,45431,Fuel dealers,-,1016.00
6/1/1992,722,Food services and drinking places,-,16814.00
6/1/1992,7224,Drinking places,-,986.00
6/1/1992,7225,Restaurants and other eating places,-,14384.00
6/1/1992,722511,Full service restaurants,-,6997.00
6/1/1992,"722513, 722514, 722515",Limited service eating places,-,7387.00
6/1/1992,,"Retail sales, total (excl. motor vehicle and parts dealers)",-,113460.00
6/1/1992,,Retail sales and food services excl gasoline stations,-,155236.00
6/1/1992,,"Retail and food services sales, total",-,168663.00
6/1/1992,,Retail sales and food services excl motor vehicle and parts and gasoline stations,-,116847.00
6/1/1992,,"Retail sales, total",-,151849.00
6/1/1992,,Retail sales and food services excl motor vehicle and parts,-,130274.00
6/1/1992,,GAFO(1),-,40990.00
7/1/1992,441,Motor vehicle and parts dealers,-,37814.00
7/1/1992,4411,Automobile dealers,-,32185.00
7/1/1992,"4411, 4412",Automobile and other motor vehicle dealers,-,34077.00
7/1/1992,44111,New car dealers,-,29934.00
7/1/1992,44112,Used car dealers,-,2251.00
7/1/1992,4413,"Automotive parts, acc., and tire stores",-,3737.00
7/1/1992,442,Furniture and home furnishings stores,-,4407.00
7/1/1992,"442, 443","Furniture, home furn, electronics, and appliance stores",-,8337.00
7/1/1992,4421,Furniture stores,-,2627.00
7/1/1992,4422,Home furnishings stores,-,1780.00
7/1/1992,44221,Floor covering stores,-,904.00
7/1/1992,442299,All other home furnishings stores,Not Available,0.00
7/1/1992,443,Electronics and appliance stores,-,3930.00
7/1/1992,443141,Household appliance stores,-,764.00
7/1/1992,443142,Electronics stores,Not Available,0.00
7/1/1992,444,Building mat. and garden equip. and supplies dealers,-,11658.00
7/1/1992,4441,Building mat. and supplies dealers,-,9981.00
7/1/1992,44412,Paint and wallpaper stores,Not Available,0.00
7/1/1992,44413,Hardware stores,-,1142.00
7/1/1992,445,Food and beverage stores,-,32402.00
7/1/1992,4451,Grocery stores,-,29479.00
7/1/1992,44511,Supermarkets and other grocery (except convenience) stores,Not Available,0.00
7/1/1992,4453,"Beer, wine, and liquor stores",-,1912.00
7/1/1992,446,Health and personal care stores,-,7277.00
7/1/1992,44611,Pharmacies and drug stores,-,6236.00
7/1/1992,447,Gasoline stations,-,13874.00
7/1/1992,448,Clothing and clothing access. stores,-,9103.00
7/1/1992,4481,Clothing stores,-,6551.00
7/1/1992,44811,Men's clothing stores,-,714.00
7/1/1992,44812,Women's clothing stores,-,2373.00
7/1/1992,44814,Family clothing stores,-,2653.00
7/1/1992,44819,Other clothing stores,Not Available,0.00
7/1/1992,4482,Shoe stores,-,1449.00
7/1/1992,44831,Jewelry stores,-,1037.00
7/1/1992,451,"Sporting goods, hobby, musical instrument, and book stores",-,3224.00
7/1/1992,45111,Sporting goods stores,-,1340.00
7/1/1992,45112,"Hobby, toy, and game stores",-,678.00
7/1/1992,451211,Book stores,-,592.00
7/1/1992,452,General merchandise stores,-,18575.00
7/1/1992,4521,Department stores,-,13101.00
7/1/1992,452111,Department stores(excl. discount department stores),-,6025.00
7/1/1992,452112,Discount dept. stores,-,7076.00
7/1/1992,4529,Other general merchandise stores,-,5474.00
7/1/1992,45291,Warehouse clubs and superstores,-,3097.00
7/1/1992,45299,All other gen. merchandise stores,-,2377.00
7/1/1992,453,Miscellaneous store retailers,-,4488.00
7/1/1992,4532,"Office supplies, stationery, and gift stores",-,1717.00
7/1/1992,45321,Office supplies and stationery stores,-,775.00
7/1/1992,45322,"Gift, novelty, and souvenir stores",-,942.00
7/1/1992,45330,Used merchandise stores,-,443.00
7/1/1992,454,Nonstore retailers,-,5834.00
7/1/1992,4541,Electronic shopping and mail-order houses,-,2665.00
7/1/1992,45431,Fuel dealers,-,969.00
7/1/1992,722,Food services and drinking places,-,17304.00
7/1/1992,7224,Drinking places,-,1015.00
7/1/1992,7225,Restaurants and other eating places,-,14875.00
7/1/1992,722511,Full service restaurants,-,7272.00
7/1/1992,"722513, 722514, 722515",Limited service eating places,-,7603.00
7/1/1992,,Retail sales and food services excl motor vehicle and parts and gasoline stations,-,118202.00
7/1/1992,,"Retail sales, total",-,152586.00
7/1/1992,,Retail sales and food services excl gasoline stations,-,156016.00
7/1/1992,,"Retail sales, total (excl. motor vehicle and parts dealers)",-,114772.00
7/1/1992,,GAFO(1),-,40956.00
7/1/1992,,"Retail and food services sales, total",-,169890.00
7/1/1992,,Retail sales and food services excl motor vehicle and parts,-,132076.00
8/1/1992,441,Motor vehicle and parts dealers,-,35436.00
8/1/1992,4411,Automobile dealers,-,30139.00
8/1/1992,"4411, 4412",Automobile and other motor vehicle dealers,-,31809.00
8/1/1992,44111,New car dealers,-,28052.00
8/1/1992,44112,Used car dealers,-,2087.00
8/1/1992,4413,"Automotive parts, acc., and tire stores",-,3627.00
8/1/1992,442,Furniture and home furnishings stores,-,4446.00
8/1/1992,"442, 443","Furniture, home furn, electronics, and appliance stores",-,8263.00
8/1/1992,4421,Furniture stores,-,2639.00
8/1/1992,4422,Home furnishings stores,-,1807.00
8/1/1992,44221,Floor covering stores,-,917.00
8/1/1992,442299,All other home furnishings stores,Not Available,0.00
8/1/1992,443,Electronics and appliance stores,-,3817.00
8/1/1992,443141,Household appliance stores,-,727.00
8/1/1992,443142,Electronics stores,Not Available,0.00
8/1/1992,444,Building mat. and garden equip. and supplies dealers,-,11219.00
8/1/1992,4441,Building mat. and supplies dealers,-,9742.00
8/1/1992,44412,Paint and wallpaper stores,Not Available,0.00
8/1/1992,44413,Hardware stores,-,1081.00
8/1/1992,445,Food and beverage stores,-,31469.00
8/1/1992,4451,Grocery stores,-,28645.00
8/1/1992,44511,Supermarkets and other grocery (except convenience) stores,Not Available,0.00
8/1/1992,4453,"Beer, wine, and liquor stores",-,1862.00
8/1/1992,446,Health and personal care stores,-,7313.00
8/1/1992,44611,Pharmacies and drug stores,-,6280.00
8/1/1992,447,Gasoline stations,-,13825.00
8/1/1992,448,Clothing and clothing access. stores,-,10513.00
8/1/1992,4481,Clothing stores,-,7486.00
8/1/1992,44811,Men's clothing stores,-,777.00
8/1/1992,44812,Women's clothing stores,-,2657.00
8/1/1992,44814,Family clothing stores,-,3046.00
8/1/1992,44819,Other clothing stores,Not Available,0.00
8/1/1992,4482,Shoe stores,-,1838.00
8/1/1992,44831,Jewelry stores,-,1089.00
8/1/1992,451,"Sporting goods, hobby, musical instrument, and book stores",-,3586.00
8/1/1992,45111,Sporting goods stores,-,1377.00
8/1/1992,45112,"Hobby, toy, and game stores",-,653.00
8/1/1992,451211,Book stores,-,894.00
8/1/1992,452,General merchandise stores,-,20518.00
8/1/1992,4521,Department stores,-,14783.00
