sales_month,naics_code,kind_of_business,reason_for_null, sales 
9/1/2007,,Retail sales and food services excl gasoline stations,-,316261.00
9/1/2007,,GAFO(1),-,87545.00
9/1/2007,,Retail sales and food services excl motor vehicle and parts,-,280466.00
10/1/2007,441,Motor vehicle and parts dealers,-,74461.00
10/1/2007,4411,Automobile dealers,-,62846.00
10/1/2007,"4411, 4412",Automobile and other motor vehicle dealers,-,67717.00
10/1/2007,44111,New car dealers,-,56263.00
10/1/2007,44112,Used car dealers,-,6583.00
10/1/2007,4413,"Automotive parts, acc., and tire stores",-,6744.00
10/1/2007,442,Furniture and home furnishings stores,-,9069.00
10/1/2007,"442, 443","Furniture, home furn, electronics, and appliance stores",-,17414.00
10/1/2007,4421,Furniture stores,-,4740.00
10/1/2007,4422,Home furnishings stores,-,4329.00
10/1/2007,44221,Floor covering stores,-,1977.00
10/1/2007,442299,All other home furnishings stores,-,2193.00
10/1/2007,443,Electronics and appliance stores,-,8345.00
10/1/2007,443141,Household appliance stores,-,1486.00
10/1/2007,443142,Electronics stores,-,6859.00
10/1/2007,444,Building mat. and garden equip. and supplies dealers,-,27380.00
10/1/2007,4441,Building mat. and supplies dealers,-,24458.00
10/1/2007,44412,Paint and wallpaper stores,-,905.00
10/1/2007,44413,Hardware stores,-,1667.00
10/1/2007,445,Food and beverage stores,-,45553.00
10/1/2007,4451,Grocery stores,-,40924.00
10/1/2007,44511,Supermarkets and other grocery (except convenience) stores,-,39006.00
10/1/2007,4453,"Beer, wine, and liquor stores",-,3087.00
10/1/2007,446,Health and personal care stores,-,20208.00
10/1/2007,44611,Pharmacies and drug stores,-,17264.00
10/1/2007,447,Gasoline stations,-,39425.00
10/1/2007,448,Clothing and clothing access. stores,-,17614.00
10/1/2007,4481,Clothing stores,-,13209.00
10/1/2007,44811,Men's clothing stores,-,717.00
10/1/2007,44812,Women's clothing stores,-,3306.00
10/1/2007,44814,Family clothing stores,-,6883.00
10/1/2007,44819,Other clothing stores,-,982.00
10/1/2007,4482,Shoe stores,-,2080.00
10/1/2007,44831,Jewelry stores,-,2175.00
10/1/2007,451,"Sporting goods, hobby, musical instrument, and book stores",-,5973.00
10/1/2007,45111,Sporting goods stores,-,2570.00
10/1/2007,45112,"Hobby, toy, and game stores",-,1275.00
10/1/2007,451211,Book stores,-,1129.00
10/1/2007,452,General merchandise stores,-,46285.00
10/1/2007,4521,Department stores,-,16354.00
10/1/2007,452111,Department stores(excl. discount department stores),-,5929.00
10/1/2007,452112,Discount dept. stores,-,10425.00
10/1/2007,4529,Other general merchandise stores,-,29931.00
10/1/2007,45291,Warehouse clubs and superstores,-,26270.00
10/1/2007,45299,All other gen. merchandise stores,-,3661.00
10/1/2007,453,Miscellaneous store retailers,-,9828.00
10/1/2007,4532,"Office supplies, stationery, and gift stores",-,3522.00
10/1/2007,45321,Office supplies and stationery stores,-,1845.00
10/1/2007,45322,"Gift, novelty, and souvenir stores",-,1677.00
10/1/2007,45330,Used merchandise stores,-,1007.00
10/1/2007,454,Nonstore retailers,-,26932.00
10/1/2007,4541,Electronic shopping and mail-order houses,-,19574.00
10/1/2007,45431,Fuel dealers,-,2988.00
10/1/2007,722,Food services and drinking places,-,37608.00
10/1/2007,7224,Drinking places,-,1664.00
10/1/2007,7225,Restaurants and other eating places,-,31744.00
10/1/2007,722511,Full service restaurants,-,15926.00
10/1/2007,"722513, 722514, 722515",Limited service eating places,-,15818.00
10/1/2007,,"Retail sales, total (excl. motor vehicle and parts dealers)",-,256612.00
10/1/2007,,"Retail and food services sales, total",-,368681.00
10/1/2007,,Retail sales and food services excl motor vehicle and parts,-,294220.00
10/1/2007,,Retail sales and food services excl gasoline stations,-,329256.00
10/1/2007,,Retail sales and food services excl motor vehicle and parts and gasoline stations,-,254795.00
10/1/2007,,"Retail sales, total",-,331073.00
10/1/2007,,GAFO(1),-,90808.00
11/1/2007,441,Motor vehicle and parts dealers,-,67344.00
11/1/2007,4411,Automobile dealers,-,57241.00
11/1/2007,"4411, 4412",Automobile and other motor vehicle dealers,-,61212.00
11/1/2007,44111,New car dealers,-,51284.00
11/1/2007,44112,Used car dealers,-,5957.00
11/1/2007,4413,"Automotive parts, acc., and tire stores",-,6132.00
11/1/2007,442,Furniture and home furnishings stores,-,10012.00
11/1/2007,"442, 443","Furniture, home furn, electronics, and appliance stores",-,20960.00
11/1/2007,4421,Furniture stores,-,5063.00
11/1/2007,4422,Home furnishings stores,-,4949.00
11/1/2007,44221,Floor covering stores,-,1807.00
11/1/2007,442299,All other home furnishings stores,-,2980.00
11/1/2007,443,Electronics and appliance stores,-,10948.00
11/1/2007,443141,Household appliance stores,-,1635.00
11/1/2007,443142,Electronics stores,-,9313.00
11/1/2007,444,Building mat. and garden equip. and supplies dealers,-,25850.00
11/1/2007,4441,Building mat. and supplies dealers,-,22742.00
11/1/2007,44412,Paint and wallpaper stores,-,766.00
11/1/2007,44413,Hardware stores,-,1678.00
11/1/2007,445,Food and beverage stores,-,46809.00
11/1/2007,4451,Grocery stores,-,41910.00
11/1/2007,44511,Supermarkets and other grocery (except convenience) stores,-,40058.00
11/1/2007,4453,"Beer, wine, and liquor stores",-,3297.00
11/1/2007,446,Health and personal care stores,-,19639.00
11/1/2007,44611,Pharmacies and drug stores,-,16713.00
11/1/2007,447,Gasoline stations,-,39802.00
11/1/2007,448,Clothing and clothing access. stores,-,20550.00
11/1/2007,4481,Clothing stores,-,15317.00
11/1/2007,44811,Men's clothing stores,-,804.00
11/1/2007,44812,Women's clothing stores,-,3598.00
11/1/2007,44814,Family clothing stores,-,8288.00
11/1/2007,44819,Other clothing stores,-,1098.00
11/1/2007,4482,Shoe stores,-,2258.00
11/1/2007,44831,Jewelry stores,-,2792.00
11/1/2007,451,"Sporting goods, hobby, musical instrument, and book stores",-,7384.00
11/1/2007,45111,Sporting goods stores,-,2939.00
11/1/2007,45112,"Hobby, toy, and game stores",-,2208.00
11/1/2007,451211,Book stores,-,1227.00
11/1/2007,452,General merchandise stores,-,54310.00
11/1/2007,4521,Department stores,-,20878.00
11/1/2007,452111,Department stores(excl. discount department stores),-,7754.00
11/1/2007,452112,Discount dept. stores,-,13124.00
11/1/2007,4529,Other general merchandise stores,-,33432.00
11/1/2007,45291,Warehouse clubs and superstores,-,29236.00
11/1/2007,45299,All other gen. merchandise stores,-,4196.00
11/1/2007,453,Miscellaneous store retailers,-,9703.00
11/1/2007,4532,"Office supplies, stationery, and gift stores",-,3563.00
11/1/2007,45321,Office supplies and stationery stores,-,1880.00
11/1/2007,45322,"Gift, novelty, and souvenir stores",-,1683.00
11/1/2007,45330,Used merchandise stores,-,944.00
11/1/2007,454,Nonstore retailers,-,29497.00
11/1/2007,4541,Electronic shopping and mail-order houses,-,21583.00
11/1/2007,45431,Fuel dealers,-,3719.00
11/1/2007,722,Food services and drinking places,-,35954.00
11/1/2007,7224,Drinking places,-,1623.00
11/1/2007,7225,Restaurants and other eating places,-,30691.00
11/1/2007,722511,Full service restaurants,-,15555.00
11/1/2007,"722513, 722514, 722515",Limited service eating places,-,15136.00
11/1/2007,,"Retail sales, total (excl. motor vehicle and parts dealers)",-,274504.00
11/1/2007,,"Retail sales, total",-,341848.00
11/1/2007,,Retail sales and food services excl motor vehicle and parts and gasoline stations,-,270656.00
11/1/2007,,GAFO(1),-,106767.00
11/1/2007,,Retail sales and food services excl motor vehicle and parts,-,310458.00
11/1/2007,,"Retail and food services sales, total",-,377802.00
11/1/2007,,Retail sales and food services excl gasoline stations,-,338000.00
12/1/2007,441,Motor vehicle and parts dealers,-,69071.00
12/1/2007,4411,Automobile dealers,-,59124.00
12/1/2007,"4411, 4412",Automobile and other motor vehicle dealers,-,63300.00
12/1/2007,44111,New car dealers,-,53410.00
12/1/2007,44112,Used car dealers,-,5714.00
12/1/2007,4413,"Automotive parts, acc., and tire stores",-,5771.00
12/1/2007,442,Furniture and home furnishings stores,-,10487.00
12/1/2007,"442, 443","Furniture, home furn, electronics, and appliance stores",-,25644.00
12/1/2007,4421,Furniture stores,-,4985.00
12/1/2007,4422,Home furnishings stores,-,5502.00
12/1/2007,44221,Floor covering stores,-,1610.00
12/1/2007,442299,All other home furnishings stores,-,3771.00
12/1/2007,443,Electronics and appliance stores,-,15157.00
12/1/2007,443141,Household appliance stores,-,1665.00
12/1/2007,443142,Electronics stores,-,13492.00
12/1/2007,444,Building mat. and garden equip. and supplies dealers,-,22293.00
12/1/2007,4441,Building mat. and supplies dealers,-,19900.00
12/1/2007,44412,Paint and wallpaper stores,-,629.00
12/1/2007,44413,Hardware stores,-,1739.00
12/1/2007,445,Food and beverage stores,-,51130.00
12/1/2007,4451,Grocery stores,-,44476.00
12/1/2007,44511,Supermarkets and other grocery (except convenience) stores,-,42581.00
12/1/2007,4453,"Beer, wine, and liquor stores",-,4403.00
12/1/2007,446,Health and personal care stores,-,21689.00
12/1/2007,44611,Pharmacies and drug stores,-,18434.00
12/1/2007,447,Gasoline stations,-,39014.00
12/1/2007,448,Clothing and clothing access. stores,-,30635.00
12/1/2007,4481,Clothing stores,-,20843.00
12/1/2007,44811,Men's clothing stores,-,1237.00
12/1/2007,44812,Women's clothing stores,-,4703.00
12/1/2007,44814,Family clothing stores,-,11167.00
12/1/2007,44819,Other clothing stores,-,1760.00
12/1/2007,4482,Shoe stores,-,2983.00
12/1/2007,44831,Jewelry stores,-,6521.00
12/1/2007,451,"Sporting goods, hobby, musical instrument, and book stores",-,11235.00
12/1/2007,45111,Sporting goods stores,-,4496.00
12/1/2007,45112,"Hobby, toy, and game stores",-,3253.00
12/1/2007,451211,Book stores,-,2179.00
12/1/2007,452,General merchandise stores,-,71499.00
12/1/2007,4521,Department stores,-,29554.00
12/1/2007,452111,Department stores(excl. discount department stores),-,11822.00
12/1/2007,452112,Discount dept. stores,-,17732.00
12/1/2007,4529,Other general merchandise stores,-,41945.00
12/1/2007,45291,Warehouse clubs and superstores,-,36439.00
12/1/2007,45299,All other gen. merchandise stores,-,5506.00
12/1/2007,453,Miscellaneous store retailers,-,11273.00
12/1/2007,4532,"Office supplies, stationery, and gift stores",-,4633.00
12/1/2007,45321,Office supplies and stationery stores,-,2144.00
12/1/2007,45322,"Gift, novelty, and souvenir stores",-,2489.00
12/1/2007,45330,Used merchandise stores,-,1009.00
12/1/2007,454,Nonstore retailers,-,33990.00
12/1/2007,4541,Electronic shopping and mail-order houses,-,25289.00
12/1/2007,45431,Fuel dealers,-,4681.00
12/1/2007,722,Food services and drinking places,-,38604.00
12/1/2007,7224,Drinking places,-,1634.00
12/1/2007,7225,Restaurants and other eating places,-,33296.00
12/1/2007,722511,Full service restaurants,-,17354.00
12/1/2007,"722513, 722514, 722515",Limited service eating places,-,15942.00
12/1/2007,,Retail sales and food services excl motor vehicle and parts and gasoline stations,-,317992.00
12/1/2007,,"Retail sales, total",-,387473.00
12/1/2007,,Retail sales and food services excl gasoline stations,-,387063.00
12/1/2007,,"Retail sales, total (excl. motor vehicle and parts dealers)",-,318402.00
12/1/2007,,Retail sales and food services excl motor vehicle and parts,-,357006.00
12/1/2007,,"Retail and food services sales, total",-,426077.00
12/1/2007,,GAFO(1),-,143646.00
1/1/2008,441,Motor vehicle and parts dealers,-,65843.00
1/1/2008,4411,Automobile dealers,-,56319.00
1/1/2008,"4411, 4412",Automobile and other motor vehicle dealers,-,60169.00
1/1/2008,44111,New car dealers,-,49775.00
1/1/2008,44112,Used car dealers,-,6544.00
1/1/2008,4413,"Automotive parts, acc., and tire stores",-,5674.00
1/1/2008,442,Furniture and home furnishings stores,-,8163.00
1/1/2008,"442, 443","Furniture, home furn, electronics, and appliance stores",-,16843.00
1/1/2008,4421,Furniture stores,-,4597.00
1/1/2008,4422,Home furnishings stores,-,3566.00
1/1/2008,44221,Floor covering stores,-,1475.00
1/1/2008,442299,All other home furnishings stores,-,1964.00
1/1/2008,443,Electronics and appliance stores,-,8680.00
1/1/2008,443141,Household appliance stores,-,1316.00
1/1/2008,443142,Electronics stores,-,7364.00
1/1/2008,444,Building mat. and garden equip. and supplies dealers,-,20551.00
1/1/2008,4441,Building mat. and supplies dealers,-,18677.00
1/1/2008,44412,Paint and wallpaper stores,-,674.00
1/1/2008,44413,Hardware stores,-,1416.00
1/1/2008,445,Food and beverage stores,-,45794.00
1/1/2008,4451,Grocery stores,-,41864.00
1/1/2008,44511,Supermarkets and other grocery (except convenience) stores,-,40060.00
1/1/2008,4453,"Beer, wine, and liquor stores",-,2675.00
1/1/2008,446,Health and personal care stores,-,20200.00
1/1/2008,44611,Pharmacies and drug stores,-,17449.00
1/1/2008,447,Gasoline stations,-,38690.00
1/1/2008,448,Clothing and clothing access. stores,-,14173.00
1/1/2008,4481,Clothing stores,-,10478.00
1/1/2008,44811,Men's clothing stores,-,609.00
1/1/2008,44812,Women's clothing stores,-,2519.00
1/1/2008,44814,Family clothing stores,-,5240.00
1/1/2008,44819,Other clothing stores,-,967.00
1/1/2008,4482,Shoe stores,-,1772.00
1/1/2008,44831,Jewelry stores,-,1797.00
1/1/2008,451,"Sporting goods, hobby, musical instrument, and book stores",-,6532.00
1/1/2008,45111,Sporting goods stores,-,2315.00
1/1/2008,45112,"Hobby, toy, and game stores",-,1045.00
1/1/2008,451211,Book stores,-,2300.00
1/1/2008,452,General merchandise stores,-,42183.00
1/1/2008,4521,Department stores,-,13214.00
1/1/2008,452111,Department stores(excl. discount department stores),-,4558.00
1/1/2008,452112,Discount dept. stores,-,8656.00
1/1/2008,4529,Other general merchandise stores,-,28969.00
1/1/2008,45291,Warehouse clubs and superstores,-,25762.00
1/1/2008,45299,All other gen. merchandise stores,-,3207.00
1/1/2008,453,Miscellaneous store retailers,-,9094.00
1/1/2008,4532,"Office supplies, stationery, and gift stores",-,3213.00
1/1/2008,45321,Office supplies and stationery stores,-,2115.00
1/1/2008,45322,"Gift, novelty, and souvenir stores",-,1098.00
1/1/2008,45330,Used merchandise stores,-,866.00
1/1/2008,454,Nonstore retailers,-,27673.00
1/1/2008,4541,Electronic shopping and mail-order houses,-,18651.00
1/1/2008,45431,Fuel dealers,-,5377.00
1/1/2008,722,Food services and drinking places,-,35063.00
1/1/2008,7224,Drinking places,-,1497.00
1/1/2008,7225,Restaurants and other eating places,-,30334.00
1/1/2008,722511,Full service restaurants,-,15506.00
1/1/2008,"722513, 722514, 722515",Limited service eating places,-,14828.00
1/1/2008,,"Retail sales, total",-,307576.00
1/1/2008,,"Retail and food services sales, total",-,342639.00
1/1/2008,,Retail sales and food services excl motor vehicle and parts and gasoline stations,-,238106.00
1/1/2008,,Retail sales and food services excl gasoline stations,-,303949.00
1/1/2008,,"Retail sales, total (excl. motor vehicle and parts dealers)",-,241733.00
1/1/2008,,GAFO(1),-,82944.00
1/1/2008,,Retail sales and food services excl motor vehicle and parts,-,276796.00
2/1/2008,441,Motor vehicle and parts dealers,-,69030.00
2/1/2008,4411,Automobile dealers,-,58684.00
2/1/2008,"4411, 4412",Automobile and other motor vehicle dealers,-,63205.00
2/1/2008,44111,New car dealers,-,51502.00
2/1/2008,44112,Used car dealers,-,7182.00
2/1/2008,4413,"Automotive parts, acc., and tire stores",-,5825.00
2/1/2008,442,Furniture and home furnishings stores,-,8104.00
2/1/2008,"442, 443","Furniture, home furn, electronics, and appliance stores",-,16813.00
2/1/2008,4421,Furniture stores,-,4658.00
2/1/2008,4422,Home furnishings stores,-,3446.00
2/1/2008,44221,Floor covering stores,-,1472.00
2/1/2008,442299,All other home furnishings stores,-,1839.00
2/1/2008,443,Electronics and appliance stores,-,8709.00
2/1/2008,443141,Household appliance stores,-,1362.00
2/1/2008,443142,Electronics stores,-,7347.00
2/1/2008,444,Building mat. and garden equip. and supplies dealers,-,20311.00
2/1/2008,4441,Building mat. and supplies dealers,-,18247.00
2/1/2008,44412,Paint and wallpaper stores,-,664.00
2/1/2008,44413,Hardware stores,-,1335.00
2/1/2008,445,Food and beverage stores,-,44062.00
2/1/2008,4451,Grocery stores,-,39915.00
2/1/2008,44511,Supermarkets and other grocery (except convenience) stores,-,38147.00
2/1/2008,4453,"Beer, wine, and liquor stores",-,2806.00
2/1/2008,446,Health and personal care stores,-,20056.00
2/1/2008,44611,Pharmacies and drug stores,-,17201.00
2/1/2008,447,Gasoline stations,-,37616.00
2/1/2008,448,Clothing and clothing access. stores,-,15876.00
2/1/2008,4481,Clothing stores,-,11092.00
2/1/2008,44811,Men's clothing stores,-,586.00
2/1/2008,44812,Women's clothing stores,-,2763.00
2/1/2008,44814,Family clothing stores,-,5603.00
2/1/2008,44819,Other clothing stores,-,911.00
2/1/2008,4482,Shoe stores,-,2037.00
2/1/2008,44831,Jewelry stores,-,2609.00
2/1/2008,451,"Sporting goods, hobby, musical instrument, and book stores",-,5495.00
2/1/2008,45111,Sporting goods stores,-,2415.00
2/1/2008,45112,"Hobby, toy, and game stores",-,1078.00
2/1/2008,451211,Book stores,-,1157.00
2/1/2008,452,General merchandise stores,-,44263.00
2/1/2008,4521,Department stores,-,14291.00
2/1/2008,452111,Department stores(excl. discount department stores),-,5150.00
2/1/2008,452112,Discount dept. stores,-,9141.00
2/1/2008,4529,Other general merchandise stores,-,29972.00
2/1/2008,45291,Warehouse clubs and superstores,-,26608.00
2/1/2008,45299,All other gen. merchandise stores,-,3364.00
2/1/2008,453,Miscellaneous store retailers,-,8730.00
2/1/2008,4532,"Office supplies, stationery, and gift stores",-,3092.00
2/1/2008,45321,Office supplies and stationery stores,-,1854.00
2/1/2008,45322,"Gift, novelty, and souvenir stores",-,1238.00
2/1/2008,45330,Used merchandise stores,-,893.00
2/1/2008,454,Nonstore retailers,-,25919.00
2/1/2008,4541,Electronic shopping and mail-order houses,-,17399.00
2/1/2008,45431,Fuel dealers,-,4899.00
2/1/2008,722,Food services and drinking places,-,35722.00
2/1/2008,7224,Drinking places,-,1528.00
2/1/2008,7225,Restaurants and other eating places,-,30854.00
2/1/2008,722511,Full service restaurants,-,15862.00
2/1/2008,"722513, 722514, 722515",Limited service eating places,-,14992.00
2/1/2008,,GAFO(1),-,85539.00
2/1/2008,,"Retail and food services sales, total",-,343893.00
2/1/2008,,Retail sales and food services excl motor vehicle and parts,-,274863.00
2/1/2008,,"Retail sales, total (excl. motor vehicle and parts dealers)",-,239141.00
2/1/2008,,"Retail sales, total",-,308171.00
2/1/2008,,Retail sales and food services excl gasoline stations,-,306277.00
2/1/2008,,Retail sales and food services excl motor vehicle and parts and gasoline stations,-,237247.00
3/1/2008,441,Motor vehicle and parts dealers,-,76614.00
3/1/2008,4411,Automobile dealers,-,64382.00
3/1/2008,"4411, 4412",Automobile and other motor vehicle dealers,-,70321.00
3/1/2008,44111,New car dealers,-,57091.00
3/1/2008,44112,Used car dealers,-,7291.00
3/1/2008,4413,"Automotive parts, acc., and tire stores",-,6293.00
3/1/2008,442,Furniture and home furnishings stores,-,8381.00
3/1/2008,"442, 443","Furniture, home furn, electronics, and appliance stores",-,16910.00
3/1/2008,4421,Furniture stores,-,4701.00
3/1/2008,4422,Home furnishings stores,-,3680.00
3/1/2008,44221,Floor covering stores,-,1615.00
3/1/2008,442299,All other home furnishings stores,-,1932.00
3/1/2008,443,Electronics and appliance stores,-,8529.00
3/1/2008,443141,Household appliance stores,-,1369.00
3/1/2008,443142,Electronics stores,-,7160.00
3/1/2008,444,Building mat. and garden equip. and supplies dealers,-,23894.00
3/1/2008,4441,Building mat. and supplies dealers,-,20722.00
3/1/2008,44412,Paint and wallpaper stores,-,749.00
3/1/2008,44413,Hardware stores,-,1531.00
3/1/2008,445,Food and beverage stores,-,47064.00
3/1/2008,4451,Grocery stores,-,42590.00
3/1/2008,44511,Supermarkets and other grocery (except convenience) stores,-,40692.00
3/1/2008,4453,"Beer, wine, and liquor stores",-,2989.00
3/1/2008,446,Health and personal care stores,-,20755.00
3/1/2008,44611,Pharmacies and drug stores,-,17719.00
3/1/2008,447,Gasoline stations,-,42226.00
3/1/2008,448,Clothing and clothing access. stores,-,17770.00
3/1/2008,4481,Clothing stores,-,13223.00
3/1/2008,44811,Men's clothing stores,-,681.00
3/1/2008,44812,Women's clothing stores,-,3392.00
3/1/2008,44814,Family clothing stores,-,6583.00
3/1/2008,44819,Other clothing stores,-,1004.00
3/1/2008,4482,Shoe stores,-,2317.00
3/1/2008,44831,Jewelry stores,-,2074.00
3/1/2008,451,"Sporting goods, hobby, musical instrument, and book stores",-,6107.00
3/1/2008,45111,Sporting goods stores,-,2995.00
3/1/2008,45112,"Hobby, toy, and game stores",-,1185.00
3/1/2008,451211,Book stores,-,1026.00
3/1/2008,452,General merchandise stores,-,47998.00
3/1/2008,4521,Department stores,-,15765.00
3/1/2008,452111,Department stores(excl. discount department stores),-,5612.00
3/1/2008,452112,Discount dept. stores,-,10153.00
3/1/2008,4529,Other general merchandise stores,-,32233.00
3/1/2008,45291,Warehouse clubs and superstores,-,28604.00
3/1/2008,45299,All other gen. merchandise stores,-,3629.00
3/1/2008,453,Miscellaneous store retailers,-,8777.00
3/1/2008,4532,"Office supplies, stationery, and gift stores",-,2976.00
3/1/2008,45321,Office supplies and stationery stores,-,1742.00
3/1/2008,45322,"Gift, novelty, and souvenir stores",-,1234.00
3/1/2008,45330,Used merchandise stores,-,938.00
3/1/2008,454,Nonstore retailers,-,26301.00
3/1/2008,4541,Electronic shopping and mail-order houses,-,17984.00
3/1/2008,45431,Fuel dealers,-,4460.00
3/1/2008,722,Food services and drinking places,-,38491.00
3/1/2008,7224,Drinking places,-,1709.00
3/1/2008,7225,Restaurants and other eating places,-,33274.00
3/1/2008,722511,Full service restaurants,-,17102.00
3/1/2008,"722513, 722514, 722515",Limited service eating places,-,16172.00
3/1/2008,,GAFO(1),-,91761.00
3/1/2008,,"Retail sales, total (excl. motor vehicle and parts dealers)",-,257802.00
3/1/2008,,Retail sales and food services excl motor vehicle and parts and gasoline stations,-,254067.00
3/1/2008,,Retail sales and food services excl gasoline stations,-,330681.00
3/1/2008,,"Retail sales, total",-,334416.00
3/1/2008,,Retail sales and food services excl motor vehicle and parts,-,296293.00
3/1/2008,,"Retail and food services sales, total",-,372907.00
4/1/2008,441,Motor vehicle and parts dealers,-,73736.00
4/1/2008,4411,Automobile dealers,-,60804.00
4/1/2008,"4411, 4412",Automobile and other motor vehicle dealers,-,67336.00
4/1/2008,44111,New car dealers,-,53864.00
4/1/2008,44112,Used car dealers,-,6940.00
4/1/2008,4413,"Automotive parts, acc., and tire stores",-,6400.00
4/1/2008,442,Furniture and home furnishings stores,-,8029.00
4/1/2008,"442, 443","Furniture, home furn, electronics, and appliance stores",-,15987.00
4/1/2008,4421,Furniture stores,-,4406.00
4/1/2008,4422,Home furnishings stores,-,3623.00
4/1/2008,44221,Floor covering stores,-,1594.00
4/1/2008,442299,All other home furnishings stores,-,1888.00
4/1/2008,443,Electronics and appliance stores,-,7958.00
4/1/2008,443141,Household appliance stores,-,1392.00
4/1/2008,443142,Electronics stores,-,6566.00
4/1/2008,444,Building mat. and garden equip. and supplies dealers,-,28686.00
4/1/2008,4441,Building mat. and supplies dealers,-,24370.00
4/1/2008,44412,Paint and wallpaper stores,-,825.00
4/1/2008,44413,Hardware stores,-,1794.00
4/1/2008,445,Food and beverage stores,-,45386.00
4/1/2008,4451,Grocery stores,-,40966.00
4/1/2008,44511,Supermarkets and other grocery (except convenience) stores,-,39083.00
4/1/2008,4453,"Beer, wine, and liquor stores",-,2997.00
4/1/2008,446,Health and personal care stores,-,20051.00
4/1/2008,44611,Pharmacies and drug stores,-,17143.00
4/1/2008,447,Gasoline stations,-,43663.00
4/1/2008,448,Clothing and clothing access. stores,-,17103.00
4/1/2008,4481,Clothing stores,-,12671.00
4/1/2008,44811,Men's clothing stores,-,710.00
4/1/2008,44812,Women's clothing stores,-,3439.00
4/1/2008,44814,Family clothing stores,-,6289.00
4/1/2008,44819,Other clothing stores,-,940.00
4/1/2008,4482,Shoe stores,-,2242.00
4/1/2008,44831,Jewelry stores,-,2044.00
4/1/2008,451,"Sporting goods, hobby, musical instrument, and book stores",-,5910.00
4/1/2008,45111,Sporting goods stores,-,2984.00
4/1/2008,45112,"Hobby, toy, and game stores",-,1082.00
4/1/2008,451211,Book stores,-,1004.00
4/1/2008,452,General merchandise stores,-,45611.00
4/1/2008,4521,Department stores,-,14947.00
4/1/2008,452111,Department stores(excl. discount department stores),-,5487.00
4/1/2008,452112,Discount dept. stores,-,9460.00
4/1/2008,4529,Other general merchandise stores,-,30664.00
4/1/2008,45291,Warehouse clubs and superstores,-,27093.00
4/1/2008,45299,All other gen. merchandise stores,-,3571.00
4/1/2008,453,Miscellaneous store retailers,-,8793.00
4/1/2008,4532,"Office supplies, stationery, and gift stores",-,2851.00
4/1/2008,45321,Office supplies and stationery stores,-,1685.00
4/1/2008,45322,"Gift, novelty, and souvenir stores",-,1166.00
4/1/2008,45330,Used merchandise stores,-,943.00
4/1/2008,454,Nonstore retailers,-,26076.00
4/1/2008,4541,Electronic shopping and mail-order houses,-,18676.00
4/1/2008,45431,Fuel dealers,-,3486.00
4/1/2008,722,Food services and drinking places,-,37918.00
4/1/2008,7224,Drinking places,-,1655.00
4/1/2008,7225,Restaurants and other eating places,-,32299.00
4/1/2008,722511,Full service restaurants,-,16289.00
4/1/2008,"722513, 722514, 722515",Limited service eating places,-,16010.00
4/1/2008,,"Retail and food services sales, total",-,368920.00
4/1/2008,,Retail sales and food services excl motor vehicle and parts and gasoline stations,-,251521.00
4/1/2008,,"Retail sales, total (excl. motor vehicle and parts dealers)",-,257266.00
4/1/2008,,Retail sales and food services excl motor vehicle and parts,-,295184.00
4/1/2008,,"Retail sales, total",-,331002.00
4/1/2008,,Retail sales and food services excl gasoline stations,-,325257.00
4/1/2008,,GAFO(1),-,87462.00
5/1/2008,441,Motor vehicle and parts dealers,-,76127.00
5/1/2008,4411,Automobile dealers,-,62079.00
5/1/2008,"4411, 4412",Automobile and other motor vehicle dealers,-,69485.00
5/1/2008,44111,New car dealers,-,55396.00
5/1/2008,44112,Used car dealers,-,6683.00
5/1/2008,4413,"Automotive parts, acc., and tire stores",-,6642.00
5/1/2008,442,Furniture and home furnishings stores,-,8604.00
5/1/2008,"442, 443","Furniture, home furn, electronics, and appliance stores",-,17438.00
5/1/2008,4421,Furniture stores,-,4714.00
5/1/2008,4422,Home furnishings stores,-,3890.00
5/1/2008,44221,Floor covering stores,-,1708.00
5/1/2008,442299,All other home furnishings stores,-,2050.00
5/1/2008,443,Electronics and appliance stores,-,8834.00
5/1/2008,443141,Household appliance stores,-,1468.00
5/1/2008,443142,Electronics stores,-,7366.00
5/1/2008,444,Building mat. and garden equip. and supplies dealers,-,31911.00
5/1/2008,4441,Building mat. and supplies dealers,-,26291.00
5/1/2008,44412,Paint and wallpaper stores,-,890.00
5/1/2008,44413,Hardware stores,-,2067.00
5/1/2008,445,Food and beverage stores,-,49605.00
5/1/2008,4451,Grocery stores,-,44549.00
5/1/2008,44511,Supermarkets and other grocery (except convenience) stores,-,42481.00
5/1/2008,4453,"Beer, wine, and liquor stores",-,3420.00
5/1/2008,446,Health and personal care stores,-,20906.00
5/1/2008,44611,Pharmacies and drug stores,-,17871.00
5/1/2008,447,Gasoline stations,-,48512.00
5/1/2008,448,Clothing and clothing access. stores,-,19084.00
5/1/2008,4481,Clothing stores,-,13804.00
5/1/2008,44811,Men's clothing stores,-,757.00
5/1/2008,44812,Women's clothing stores,-,3603.00
5/1/2008,44814,Family clothing stores,-,7056.00
5/1/2008,44819,Other clothing stores,-,1016.00
5/1/2008,4482,Shoe stores,-,2394.00
5/1/2008,44831,Jewelry stores,-,2715.00
5/1/2008,451,"Sporting goods, hobby, musical instrument, and book stores",-,6463.00
5/1/2008,45111,Sporting goods stores,-,3276.00
5/1/2008,45112,"Hobby, toy, and game stores",-,1132.00
